text,is_prompt
'prefix',0
"""""""
使用了一个多月，大家评价好的部份我就不说了，原计划想买个ipadpro12.9，加上键盘也得一万二三(macbook入手1.4万多一点)，后做了大量功课，确定macbook14，只能说ipadpro能干的它能做，ipad不能干的它也能干，做为娱乐中心幸福感满满！速度，画质，音质，功能接口杠杠滴！
""""""",1
"""session_id""",0
"f""| Total Duration: {total_dur} seconds.\n""",0
"""contradiction""",0
"""""""Use the following pieces of information to answer the user's question.
If you don't know the answer, just say that you don't know, don't try to make up an answer.

Context: {context}
Question: {question}

Only return the helpful answer below and nothing else.
Helpful answer:
""""""",1
"""""""The paths of the fields you want included in the response.
        If not specified, the response includes a default set of fields specific to this
        method.
        For development, you can use the special value * to return all fields, but 
        you'll achieve greater performance by only selecting the fields you need. For 
        more information, see [Return specific fields for a file]
        (https://developers.google.com/drive/api/v3/fields-parameter).""""""",0
"f""""""
            Task: Design a program {{code_prompt}} in {{code_language}} with the following guidelines and
            make sure the output is printed on the screen.
            And make sure the output contains only the code and nothing else.
            {input_section}

            Guidelines:
            {guidelines}
            """"""",1
"""""""
Instructions:

First, generate cypher then convert it to NebulaGraph Cypher dialect(rather than standard):
1. it requires explicit label specification only when referring to node properties: v.`Foo`.name
2. note explicit label specification is not needed for edge properties, so it's e.name instead of e.`Bar`.name
3. it uses double equals sign for comparison: `==` rather than `=`
For instance:
```diff
< MATCH (p:person)-[e:directed]->(m:movie) WHERE m.name = 'The Godfather II'
< RETURN p.name, e.year, m.name;
---
> MATCH (p:`person`)-[e:directed]->(m:`movie`) WHERE m.`movie`.`name` == 'The Godfather II'
> RETURN p.`person`.`name`, e.year, m.`movie`.`name`;
```\n""""""",1
"'""confidence""'",0
"'''
{{
	""限额项目"": ""追加申购最低额"",
	""销售方式"": ""其他销售机构"",
	""是否含申购费"": ""含"",
	""金额数"": ""0.1"",
	""单位"": ""元""
}}
'''",1
"""evaluation""",0
"""""""You are an AI assistant for answering questions about the Blendle Employee Handbook.
You are given the following extracted parts of a long document and a question. Provide a conversational answer.
If you don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
If the question is not about the Blendle Employee Handbook, politely inform them that you are tuned to only answer questions about the Blendle Employee Handbook.

Question: {question}
=========
{context}
=========
Answer in Markdown:""""""",1
"""""""
        """"""",1
"""""",0
"""""""Mi nombre es {name}
, buenos {time}
""""""",1
"""""""
            INSERT INTO Transcripts (user_id, file_name, transcription, transcription_summary) 
            VALUES (?, ?, ?, ?)
        """"""",1
"""Formatting inputs...""",0
"""snippet""",0
'\n',0
"""Generating Statistical Facts""",0
""" """,0
"""""""[INST] <<SYS>>
You are a trained bot to guide people about Indian Law. You will answer user's query with your knowledge and the context provided. 
If a question does not make any sense, or is not factually coherent, explain why instead of answering something not correct. If you don't know the answer to a question, please don't share false information.
Do not say thank you and tell you are an AI Assistant and be open about everything.
<</SYS>>
Use the following pieces of context to answer the users question.
Context : {context}
Question : {question}
Answer : [/INST]
""""""",1
"""""""Use the following context to answer the user's question.
-----------
{{context}}
-----------
Question: {{question}}
Helpful Answer:""""""",1
"""stuff""",0
"f""""""
from langchain.chat_models import ChatOpenAI
from langchain.llms import OpenAI
from langchain.tools import DuckDuckGoSearchRun
from langchain.agents.tools import Tool
from langchain.agents import initialize_agent, AgentType
from langchain.chains import LLMMathChain
from langchain.callbacks import StreamlitCallbackHandler

def {function_name}({argument}):
    search_input = ""{res}"".format({argument}={argument})
    llm = OpenAI(openai_api_key=openai_api_key, temperature=0)
    llm_math_chain = LLMMathChain.from_llm(llm=llm, verbose=True)
    tools = [
        DuckDuckGoSearchRun(name=""Search""),
        Tool(
            name=""Calculator"",
            func=llm_math_chain.run,
            description=""useful for when you need to answer questions about math""
        ),
    ]
    model = ChatOpenAI(openai_api_key=openai_api_key, temperature=0)
    agent = initialize_agent(tools, llm, agent=AgentType.ZERO_SHOT_REACT_DESCRIPTION, verbose=True)
    st_cb = StreamlitCallbackHandler(st.container(), expand_new_thoughts=False)
    return agent.run(search_input, callbacks=[st_cb])
        
if not openai_api_key.startswith('sk-'):
    st.warning('Please enter your OpenAI API key!', icon='⚠')
    {variable} = """"
elif {argument}:
    {variable} = {function_name}({argument})
else:
    {variable} = ''
        """"""",1
"""""""Use this when you want to POST to a website.
Input to the tool should be a json string with 3 keys: ""url"", ""data"", and ""output_instructions"".
The value of ""url"" should be a string.
The value of ""data"" should be a dictionary of key-value pairs you want to POST to the url.
The value of ""output_instructions"" should be instructions on what information to extract from the response, for example the id(s) for a resource(s) that the POST request creates.
Always use double quotes for strings in the json string.""""""",1
"""""""You are an agent that assists with user queries against API, things like querying information or creating resources.
Some user queries can be resolved in a single API call, particularly if you can find appropriate params from the OpenAPI spec; though some require several API calls.
You should always plan your API calls first, and then execute the plan second.
If the plan includes a DELETE call, be sure to ask the User for authorization first unless the User has specifically asked to delete something.
You should never return information without executing the api_controller tool.


Here are the tools to plan and execute API requests: {tool_descriptions}


Starting below, you should follow this format:

User query: the query a User wants help with related to the API
Thought: you should always think about what to do
Action: the action to take, should be one of the tools [{tool_names}]
Action Input: the input to the action
Observation: the result of the action
... (this Thought/Action/Action Input/Observation can repeat N times)
Thought: I am finished executing a plan and have the information the user asked for or the data the user asked to create
Final Answer: the final output from executing the plan


Example:
User query: can you add some trendy stuff to my shopping cart.
Thought: I should plan API calls first.
Action: api_planner
Action Input: I need to find the right API calls to add trendy items to the users shopping cart
Observation: 1) GET /items with params 'trending' is 'True' to get trending item ids
2) GET /user to get user
3) POST /cart to post the trending items to the user's cart
Thought: I'm ready to execute the API calls.
Action: api_controller
Action Input: 1) GET /items params 'trending' is 'True' to get trending item ids
2) GET /user to get user
3) POST /cart to post the trending items to the user's cart
...

Begin!

User query: {input}
Thought: I should generate a plan to help with this query and then copy that plan exactly to the controller.
{agent_scratchpad}""""""",1
"""""""
You are an expert in creating strategies for getting a four-hour workday. You are a productivity coach and you have helped many people achieve a four-hour workday.
You're goal is to create a detailed strategy for getting a four-hour workday.
The strategy should be based on the following text:
------------
{text}
------------
Given the text, create a detailed strategy. The strategy is aimed to get a working plan on how to achieve a four-hour workday.
The strategy should be as detailed as possible.
STRATEGY:
""""""",1
'old_db',0
"""""""
    You are an expert programmer and problem-solver, tasked to answer any question about Langchain. Using the provided context, answer the user's question to the best of your ability using the resources provided.
    If you really don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
    Anything between the following markdown blocks is retrieved from a knowledge bank, not part of the conversation with the user. 
    <context>
        {context} 
    <context/>""""""",1
"""text""",0
"""\n""",0
'None',0
"""Test1""",0
"""Context:\n{context}\n\n Question: {question}""",0
"""temperature""",0
"""SENTRY_API_TRACE_RATE""",0
"""""""
I will receive the game history and the current scene.
I must decide the next command using the following format:
```
Simulation: Consider the environment, characters, and objects in the scene.
Plan: Consider the overall goals of the game, the current state of the game, and the available options.
Command: Generate command text based on the plan.
```
Begin!
---
Memories:{entities}

{chat_history}
Game:{human_input}
NPC:""""""",1
'modify_bot',0
"""""""You are a calendar assistant bot.  
Below are events that have been returned for the dates or time period in response to the question: {question}
Reply echoing the memories and trust they did occur on the dates requested.
If there are no memories of events, reply saying there were no events found. Never make up any events that did not occur.
## Memories within dates as specified in the question
{context}
## Your Answer
""""""",1
"""get_fondo_data""",0
"""""""\
Given a raw text input to a language model select the model prompt best suited for \
the input. You will be given the names of the available prompts and a description of \
what the prompt is best suited for. You may also revise the original input if you \
think that revising it will ultimately lead to a better response from the language \
model.

<< FORMATTING >>
Return a markdown code snippet with a JSON object formatted to look like:
```json
{{{{
    ""destination"": string \\ name of the prompt to use or ""DEFAULT""
    ""next_inputs"": string \\ a potentially modified version of the original input
}}}}
```

REMEMBER: ""destination"" MUST be one of the candidate prompt names specified below OR \
it can be ""DEFAULT"" if the input is not well suited for any of the candidate prompts.
REMEMBER: ""next_inputs"" can just be the original input if you don't think any \
modifications are needed.

<< CANDIDATE PROMPTS >>
{destinations}

<< INPUT >>
{{input}}

<< OUTPUT >>
""""""",1
"""usage""",0
"""""""You are a super talented software engineer AI.

    In particular, You are very proficient in robotics, especially in writing robot software in ROS, which stands for Robot Operating System.

    A human wants to write a ROS1 package with your help.

    The human task is provided below:
    - Human task: {task}
    - ROS1 package name: {project_name}

    The human wants the task to be implemented in ROS1 and built via catkin.

    Here is the list of ROS nodes that has been already implemented for the task:
    {node_topic_list}

    Your sole focus is to create a CMakeLists file that contains the catkin installation directives.

    Keep in mind that all of the ROS nodes are implemented in Python programming language, so they don't need to be compiled.
    
    Specifically, you should not call 'add_executable()' for the ROS nodes, since they are Python nodes.
    
    Also note that the catkin package name is '{project_name}'.

    In terms of dependencies, pay attention to the ROS message types in the list above; since the message types dictate the package dependencies.

    Make sure that you fully implement everything in the CMakeLists file that is necessary for the catkin installation to work.

    Think step by step and reason yourself to the right decisions to make sure we get it right.

    Output your created CMakeLists file strictly in the following format.

    CMakeLists.txt
    ```CMake
    CODE
    ```

    Where 'CODE' is your created CMakeLists script.""""""",1
""""""" This tool is helpful when you want to retrieve sentences containing a specific text snippet after checking a Wikipedia entity. 
It should be utilized when a successful Wikipedia search does not provide sufficient information. 
Keep your lookup concise, using no more than three words.

## Examples of correct use
1.  Action: Tool_Lookup
    Action Input: eastern sector

The Action Input cannot be None or empty.
""""""",1
'svg',0
"""""""
    @usableFromInline
    func typeName(_ type: Any.Type) -> String {
    var name = _typeName(type, qualified: true)
    if let index = name.firstIndex(of: ""."") {
        name.removeSubrange(...index)
    }
    let sanitizedName =
        name
        .replacingOccurrences(
        of: #""<.+>|\(unknown context at \$[[:xdigit:]]+\)\.""#,
        with: """",
        options: .regularExpression
        )
    return sanitizedName
    }
    """"""",1
"""robots.txt""",0
"""CALL""",0
'god_mode',0
"""""""You are an AI assistant for the open source library LangChain. The documentation is located at https://langchain.readthedocs.io.
You are given the following extracted parts of a long document and a question. Provide a conversational answer with a hyperlink to the documentation.
You should only use hyperlinks that are explicitly listed as a source in the context. Do NOT make up a hyperlink that is not listed.
If the question includes a request for code, provide a code block directly from the documentation.
If you don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
If the question is not about LangChain, politely inform them that you are tuned to only answer questions about LangChain.

Question: {question}
=========
{context}
=========
Answer in Markdown:""""""",1
"'''
    You are an advanced software programmer AI that implements a main file given a specific task, a programming language, a list of all the components involved in the implementation of the task, and the code for each component.

    User's task: {task} 
    Programming language: {language}

    All the components involved in the creation of the user's task and their implementations are provided below.

    {component_list}

    {total_contents}

    The components are purely listed for context. Your sole focus is implementing a main file that integrates all the components above and runs a demo of the task and nothing else. 

    For additional information, here is a summary of a conversation between the user and another AI to further clarify how the user would like the code to be implemented. 

    Summary:
    {summary}

    Implement the code for the main file in {language}. Make sure that you fully implement everything that is necessary for the code to work.
    Think step by step and reason yourself to the right decisions to make sure we get it right.
    Output the implementation of the main file strictly in the following format.

    FILENAME
    ```LANGUAGE
    CODE
    ```

    Where 'CODE' is your implementation, 'FILENAME' is 'main' formatted to a valid file name, and 'LANGUAGE' is {language}. 

    Please note that the code should be fully functional. No placeholders.
    Ensure to implement all code, if you are unsure, write a plausible implementation.

'''",1
"""""""Use this when you want to PATCH content on a website.
Input to the tool should be a json string with 3 keys: ""url"", ""data"", and ""output_instructions"".
The value of ""url"" should be a string.
The value of ""data"" should be a dictionary of key-value pairs of the body params available in the OpenAPI spec you want to PATCH the content with at the url.
The value of ""output_instructions"" should be instructions on what information to extract from the response, for example the id(s) for a resource(s) that the PATCH request creates.
Always use double quotes for strings in the json string.""""""",1
"""""""Get input keys. Input refers to user input here.""""""",0
"""\n""",0
"'''Recommend a product based on the following criteria:
Category: {category}
Price Range: {price_range}
Features: {features}'''",1
"""allowed_special""",0
"""""""
Act as a code reviewer, I will be your assistant, provide you a file diff from a change list,
please review the code change according to the following requirements:

1. Don't give subjective comments on the code quality, such as ""this code is bad"", ""this code is good"", etc.
2. Don't give general suggestions that are not specific to the code, such as ""this code needs to be refactored"", ""this code needs to be optimized"", etc.

If you can't judge whether the code is good or bad, please reply ""ok"" and don't reply any other content except ""ok"".

Here's the code:
{text}
""""""",1
"""pt""",0
"""""""
    Query: {query}
    Label field: {field}
    Classes: {label_classes}\n
    """"""",1
"""delta""",0
"""function_call_info""",0
"""password""",0
"""""""\
```json
{{
    ""query"": ""teenager love"",
    ""filter"": ""and(or(eq(\\""artist\\"", \\""Taylor Swift\\""), eq(\\""artist\\"", \\""Katy Perry\\"")), \
lt(\\""length\\"", 180), eq(\\""genre\\"", \\""pop\\""))""
}}
```\
""""""",1
'silver',0
"""""""You are an AI assistant reading the transcript of a conversation between an AI and a human. Extract all of the proper nouns from the last line of conversation. As a guideline, a proper noun is generally capitalized. You should definitely extract all names and places.

The conversation history is provided just in case of a coreference (e.g. ""What do you know about him"" where ""him"" is defined in a previous line) -- ignore items mentioned there that are not in the last line.

Return the output as a single comma-separated list, or NONE if there is nothing of note to return (e.g. the user is just issuing a greeting or having a simple conversation).

EXAMPLE
Conversation history:
Person #1: how's it going today?
AI: ""It's going great! How about you?""
Person #1: good! busy working on Langchain. lots to do.
AI: ""That sounds like a lot of work! What kind of things are you doing to make Langchain better?""
Last line:
Person #1: i'm trying to improve Langchain's interfaces, the UX, its integrations with various products the user might want ... a lot of stuff.
Output: Langchain
END OF EXAMPLE

EXAMPLE
Conversation history:
Person #1: how's it going today?
AI: ""It's going great! How about you?""
Person #1: good! busy working on Langchain. lots to do.
AI: ""That sounds like a lot of work! What kind of things are you doing to make Langchain better?""
Last line:
Person #1: i'm trying to improve Langchain's interfaces, the UX, its integrations with various products the user might want ... a lot of stuff. I'm working with Person #2.
Output: Langchain, Person #2
END OF EXAMPLE

Conversation history (for reference only):
{history}
Last line of conversation (for extraction):
Human: {input}

Output:""""""",1
"""""""You are a musician as well as a technologist who is well versed in programming. 
Now you've been asked to learn a new language called Alda, which allows you to create music as if you were programming. 
I will now tell you its rules:
1.The alda program usually starts with (tempo! number), which is stating the tempo of the music as this number.
2.Next, the instrument is usually specified, e.g. ""piano:"", which means that the music will be played on a piano. Other instruments supported are: acoustic-guitar, cello, flute, violin, etc.
3.Immediately after that, comes the part of the notes. Let me illustrate the main features of this program.
a) The default is quarter notes, which means that you type ""c d e f"", which represents a measure that has four quarter notes: C, D, E and F.
b) The "">"" symbol means “go up to the next octave.”, for example: ""f d e > c"", the music will continue upwards in the C major scale.
c) Sharps and flats can be added to a note by appending + or -
d) You can even have double flats/sharps: such as ""f++"", which equals ""g""
e) By default, notes in Alda are quarter notes. You can set the length of a note by adding a number after it. The number represents the note type, e.g. 4 for a quarter note, 8 for an eighth, 16 for a sixteenth, etc.
f) Rests in Alda work just like notes; they’re kind of like notes that you can’t hear. A rest is represented as the letter r.
g) You can use dotted notes, too. Simply add one or more .s onto the end of a note length.
h) You can add note durations together using a tie, which in Alda is represented as a tilde ~.
i) If a line starts with #, it means this line is a code comment.
Now, you probably know the basic programming language.""""""",1
"""Send heartbeat to model controller""",0
""""""" Based on the chat history, I would like you to evaluate the candidate based on the following format:
                Summarization: summarize the conversation in a short paragraph.
               
                Pros: Give positive feedback to the candidate. 
               
                Cons: Tell the candidate what he/she can improves on.
               
                Score: Give a score to the candidate out of 100.
                
                Sample Answers: sample answers to each of the questions in the interview guideline.
               
               Remember, the candidate has no idea what the interview guideline is.
               Sometimes the candidate may not even answer the question.

               Current conversation:
               {history}

               Interviewer: {input}
               Response: """"""",1
"""""""Please write a financial article passage to answer the question
Question: {QUESTION}
Passage:""""""",1
"'`, `'",0
"""""""You are a helpful assistant who generates comma separated lists.
A user will pass in a category, and you should generate 5 objects in that category in a comma separated list.
ONLY return a comma separated list, and nothing more.""""""",1
'openai',0
"""memory""",0
"""""""You are a helpful AI assistant. Use the following pieces of context to answer the question at the end.
        Very Important: If the question is about writing code use backticks (```) at the front and end of the code snippet and include the language use after the first ticks.
        If you don't know the answer, just say you don't know. DO NOT allow made up or fake answers.
        If the question is not related to the context, politely respond that you are tuned to only answer questions that are related to the context.
        Use as much detail when as possible when responding.
        Now, let's think step by step and get this right:

        {context}

        Question: {question}
        All answers should be in MARKDOWN (.md) Format:""""""",1
"""""""基于以下已知信息，简洁和专业的来回答用户的问题。
                                            如果无法从中得到答案，请说 ""根据已知信息无法回答该问题"" 或 ""没有提供足够的相关信息""，不允许在答案中添加编造成分，答案请使用中文。
                                            已知内容:
                                            {context}
                                            问题:
                                            {question}""""""",1
"'''
{{
	""限额项目"": ""最小申购赎回单位"",
	""销售方式"": """",
	""是否含申购费"": """",
	""金额数"": ""1万"",
	""单位"": ""份""
}}
'''",1
"""reaches aispend for logging!""",0
"""""""
    View stage: {view_stage}
    Description: {description}
    Inputs: {inputs}\n
    """"""",1
"""The main sentiment of the review, limited to 3 words.""",0
"""""""
You are an assistant specialized in desiging learning paths for people trying to acquire a particular skill-set.

Your goal is to find a list of videos that teaches a particular skill.

It should be based on the following context:

{context}

Look for videos that teach the following skills: {skill_set}

RETURN A LIST OF VIDEOS WITH YOUTUBE URL AND TITLE:
""""""",1
"""You are DB-GPT, an AI designed to answer questions about HackerNews by query `hackerbews` database in MySQL. """,0
"""""""Given the following extracted parts of a long document and a question, create a final answer. 
If you don't know the answer, just say that you don't know. Don't try to make up an answer.

QUESTION: Which state/country's law governs the interpretation of the contract?
=========
Content: This Agreement is governed by English law and the parties submit to the exclusive jurisdiction of the English courts in  relation to any dispute (contractual or non-contractual) concerning this Agreement save that either party may apply to any court for an  injunction or other relief to protect its Intellectual Property Rights.

Content: No Waiver. Failure or delay in exercising any right or remedy under this Agreement shall not constitute a waiver of such (or any other)  right or remedy.\n\n11.7 Severability. The invalidity, illegality or unenforceability of any term (or part of a term) of this Agreement shall not affect the continuation  in force of the remainder of the term (if any) and this Agreement.\n\n11.8 No Agency. Except as expressly stated otherwise, nothing in this Agreement shall create an agency, partnership or joint venture of any  kind between the parties.\n\n11.9 No Third-Party Beneficiaries.

Content: (b) if Google believes, in good faith, that the Distributor has violated or caused Google to violate any Anti-Bribery Laws (as  defined in Clause 8.5) or that such a violation is reasonably likely to occur,
=========
FINAL ANSWER: This Agreement is governed by English law.

QUESTION: What did the president say about Michael Jackson?
=========
Content: Madam Speaker, Madam Vice President, our First Lady and Second Gentleman. Members of Congress and the Cabinet. Justices of the Supreme Court. My fellow Americans.  \n\nLast year COVID-19 kept us apart. This year we are finally together again. \n\nTonight, we meet as Democrats Republicans and Independents. But most importantly as Americans. \n\nWith a duty to one another to the American people to the Constitution. \n\nAnd with an unwavering resolve that freedom will always triumph over tyranny. \n\nSix days ago, Russia’s Vladimir Putin sought to shake the foundations of the free world thinking he could make it bend to his menacing ways. But he badly miscalculated. \n\nHe thought he could roll into Ukraine and the world would roll over. Instead he met a wall of strength he never imagined. \n\nHe met the Ukrainian people. \n\nFrom President Zelenskyy to every Ukrainian, their fearlessness, their courage, their determination, inspires the world. \n\nGroups of citizens blocking tanks with their bodies. Everyone from students to retirees teachers turned soldiers defending their homeland.

Content: And we won’t stop. \n\nWe have lost so much to COVID-19. Time with one another. And worst of all, so much loss of life. \n\nLet’s use this moment to reset. Let’s stop looking at COVID-19 as a partisan dividing line and see it for what it is: A God-awful disease.  \n\nLet’s stop seeing each other as enemies, and start seeing each other for who we really are: Fellow Americans.  \n\nWe can’t change how divided we’ve been. But we can change how we move forward—on COVID-19 and other issues we must face together. \n\nI recently visited the New York City Police Department days after the funerals of Officer Wilbert Mora and his partner, Officer Jason Rivera. \n\nThey were responding to a 9-1-1 call when a man shot and killed them with a stolen gun. \n\nOfficer Mora was 27 years old. \n\nOfficer Rivera was 22. \n\nBoth Dominican Americans who’d grown up on the same streets they later chose to patrol as police officers. \n\nI spoke with their families and told them that we are forever in debt for their sacrifice, and we will carry on their mission to restore the trust and safety every community deserves.

Content: And a proud Ukrainian people, who have known 30 years  of independence, have repeatedly shown that they will not tolerate anyone who tries to take their country backwards.  \n\nTo all Americans, I will be honest with you, as I’ve always promised. A Russian dictator, invading a foreign country, has costs around the world. \n\nAnd I’m taking robust action to make sure the pain of our sanctions  is targeted at Russia’s economy. And I will use every tool at our disposal to protect American businesses and consumers. \n\nTonight, I can announce that the United States has worked with 30 other countries to release 60 Million barrels of oil from reserves around the world.  \n\nAmerica will lead that effort, releasing 30 Million barrels from our own Strategic Petroleum Reserve. And we stand ready to do more if necessary, unified with our allies.  \n\nThese steps will help blunt gas prices here at home. And I know the news about what’s happening can seem alarming. \n\nBut I want you to know that we are going to be okay.

Content: More support for patients and families. \n\nTo get there, I call on Congress to fund ARPA-H, the Advanced Research Projects Agency for Health. \n\nIt’s based on DARPA—the Defense Department project that led to the Internet, GPS, and so much more.  \n\nARPA-H will have a singular purpose—to drive breakthroughs in cancer, Alzheimer’s, diabetes, and more. \n\nA unity agenda for the nation. \n\nWe can do this. \n\nMy fellow Americans—tonight , we have gathered in a sacred space—the citadel of our democracy. \n\nIn this Capitol, generation after generation, Americans have debated great questions amid great strife, and have done great things. \n\nWe have fought for freedom, expanded liberty, defeated totalitarianism and terror. \n\nAnd built the strongest, freest, and most prosperous nation the world has ever known. \n\nNow is the hour. \n\nOur moment of responsibility. \n\nOur test of resolve and conscience, of history itself. \n\nIt is in this moment that our character is formed. Our purpose is found. Our future is forged. \n\nWell I know this nation.
=========
FINAL ANSWER: The president did not mention Michael Jackson.

QUESTION: {question}
=========
{summaries}
=========
FINAL ANSWER:""""""",1
"""multi_target_strategy""",0
"""""""
Function implementation:
```
{function_implementation}
```

Please provide the documentation comment based on the given function implementation.
""""""",1
"""""""Given the following extracted parts of a long document and a question, create a final answer with references (""SOURCES""). 
If you don't know the answer, just say that you don't know. Don't try to make up an answer.
ALWAYS return a ""SOURCES"" part in your answer.

QUESTION: Which state/country's law governs the interpretation of the contract?
=========
Content: This Agreement is governed by English law and the parties submit to the exclusive jurisdiction of the English courts in  relation to any dispute (contractual or non-contractual) concerning this Agreement save that either party may apply to any court for an  injunction or other relief to protect its Intellectual Property Rights.
Source: 28-pl
Content: No Waiver. Failure or delay in exercising any right or remedy under this Agreement shall not constitute a waiver of such (or any other)  right or remedy.\n\n11.7 Severability. The invalidity, illegality or unenforceability of any term (or part of a term) of this Agreement shall not affect the continuation  in force of the remainder of the term (if any) and this Agreement.\n\n11.8 No Agency. Except as expressly stated otherwise, nothing in this Agreement shall create an agency, partnership or joint venture of any  kind between the parties.\n\n11.9 No Third-Party Beneficiaries.
Source: 30-pl
Content: (b) if Google believes, in good faith, that the Distributor has violated or caused Google to violate any Anti-Bribery Laws (as  defined in Clause 8.5) or that such a violation is reasonably likely to occur,
Source: 4-pl
=========
FINAL ANSWER: This Agreement is governed by English law.
SOURCES: 28-pl

QUESTION: What did the president say about Michael Jackson?
=========
Content: Madam Speaker, Madam Vice President, our First Lady and Second Gentleman. Members of Congress and the Cabinet. Justices of the Supreme Court. My fellow Americans.  \n\nLast year COVID-19 kept us apart. This year we are finally together again. \n\nTonight, we meet as Democrats Republicans and Independents. But most importantly as Americans. \n\nWith a duty to one another to the American people to the Constitution. \n\nAnd with an unwavering resolve that freedom will always triumph over tyranny. \n\nSix days ago, Russia’s Vladimir Putin sought to shake the foundations of the free world thinking he could make it bend to his menacing ways. But he badly miscalculated. \n\nHe thought he could roll into Ukraine and the world would roll over. Instead he met a wall of strength he never imagined. \n\nHe met the Ukrainian people. \n\nFrom President Zelenskyy to every Ukrainian, their fearlessness, their courage, their determination, inspires the world. \n\nGroups of citizens blocking tanks with their bodies. Everyone from students to retirees teachers turned soldiers defending their homeland.
Source: 0-pl
Content: And we won’t stop. \n\nWe have lost so much to COVID-19. Time with one another. And worst of all, so much loss of life. \n\nLet’s use this moment to reset. Let’s stop looking at COVID-19 as a partisan dividing line and see it for what it is: A God-awful disease.  \n\nLet’s stop seeing each other as enemies, and start seeing each other for who we really are: Fellow Americans.  \n\nWe can’t change how divided we’ve been. But we can change how we move forward—on COVID-19 and other issues we must face together. \n\nI recently visited the New York City Police Department days after the funerals of Officer Wilbert Mora and his partner, Officer Jason Rivera. \n\nThey were responding to a 9-1-1 call when a man shot and killed them with a stolen gun. \n\nOfficer Mora was 27 years old. \n\nOfficer Rivera was 22. \n\nBoth Dominican Americans who’d grown up on the same streets they later chose to patrol as police officers. \n\nI spoke with their families and told them that we are forever in debt for their sacrifice, and we will carry on their mission to restore the trust and safety every community deserves.
Source: 24-pl
Content: And a proud Ukrainian people, who have known 30 years  of independence, have repeatedly shown that they will not tolerate anyone who tries to take their country backwards.  \n\nTo all Americans, I will be honest with you, as I’ve always promised. A Russian dictator, invading a foreign country, has costs around the world. \n\nAnd I’m taking robust action to make sure the pain of our sanctions  is targeted at Russia’s economy. And I will use every tool at our disposal to protect American businesses and consumers. \n\nTonight, I can announce that the United States has worked with 30 other countries to release 60 Million barrels of oil from reserves around the world.  \n\nAmerica will lead that effort, releasing 30 Million barrels from our own Strategic Petroleum Reserve. And we stand ready to do more if necessary, unified with our allies.  \n\nThese steps will help blunt gas prices here at home. And I know the news about what’s happening can seem alarming. \n\nBut I want you to know that we are going to be okay.
Source: 5-pl
Content: More support for patients and families. \n\nTo get there, I call on Congress to fund ARPA-H, the Advanced Research Projects Agency for Health. \n\nIt’s based on DARPA—the Defense Department project that led to the Internet, GPS, and so much more.  \n\nARPA-H will have a singular purpose—to drive breakthroughs in cancer, Alzheimer’s, diabetes, and more. \n\nA unity agenda for the nation. \n\nWe can do this. \n\nMy fellow Americans—tonight , we have gathered in a sacred space—the citadel of our democracy. \n\nIn this Capitol, generation after generation, Americans have debated great questions amid great strife, and have done great things. \n\nWe have fought for freedom, expanded liberty, defeated totalitarianism and terror. \n\nAnd built the strongest, freest, and most prosperous nation the world has ever known. \n\nNow is the hour. \n\nOur moment of responsibility. \n\nOur test of resolve and conscience, of history itself. \n\nIt is in this moment that our character is formed. Our purpose is found. Our future is forged. \n\nWell I know this nation.
Source: 34-pl
=========
FINAL ANSWER: The president did not mention Michael Jackson.
SOURCES:

QUESTION: {question}
=========
{summaries}
=========
FINAL ANSWER:""""""",1
"""""""Assistant is a large language model trained by OpenAI.

Assistant is designed to be able to assist with a wide range of tasks, from answering simple questions to providing in-depth explanations and discussions on a wide range of topics. As a language model, Assistant is able to generate human-like text based on the input it receives, allowing it to engage in natural-sounding conversations and provide responses that are coherent and relevant to the topic at hand.

Assistant is constantly learning and improving, and its capabilities are constantly evolving. It is able to process and understand large amounts of text, and can use this knowledge to provide accurate and informative responses to a wide range of questions. Additionally, Assistant is able to generate its own text based on the input it receives, allowing it to engage in discussions and provide explanations and descriptions on a wide range of topics.

Overall, Assistant is a powerful tool that can help with a wide range of tasks and provide valuable insights and information on a wide range of topics. Whether you need help with a specific question or just want to have a conversation about a particular topic, Assistant is here to assist.

{history}
Human: {input}
Assistant:""""""",1
"""""""Question: {question}

Answer: Let's think step by step.

""""""",1
"""https://docs.googleapis.com/v1/documents/""",0
"""<DONE>""",0
"""agent_scratchpad""",0
"""litellm_params""",0
"""e; please ask me a numbered list of essential questions before starting. If you """,0
"""""""Use the following pieces of context to answer the question at the end. Keep the answer succint and relevant to the context. If you don't know the answer, just say that you don't know, don't try to make up an answer.

{context}


---------------------
According to the context above, answer the question below:
{question}
""""""",1
"""answer any questions""",0
